EQ076V;FIM PT VIDRO;510;660;880;29.7;0.3
EQ077V;E74D2;340;1150;930;68;0.36
EQ082;M6D;380;1700;1270;137;0.82
EQ083V;FIRDI110 INFERIOR;690;1280;1100;147.7;0.97
EQ084V;SGF2;1800;1100;560;98;1.11
EQ085;SGF3;1800;1100;580;112.6;1.15
EQ085V;FIRDS110 SUPERIOR;900;1300;1100;150.1;1.29
EQ086V;FIRDI110 INF GN;690;1280;1100;147.7;0.97
EQ087;M6FD;380;1750;1270;139;0.84
EQ087V;FIRDS110 SUP GN;900;1300;1100;150.1;1.29
EQ088;VAP4;330;860;940;48.4;0.27
EQ090V;F50P;750;650;610;22.7;0.3
EQ091V;C100;320;1100;640;58.7;0.23
EQ093V;MI8;370;2600;1340;156;1.29
EQ094V;CG90;420;1000;860;98;0.36
EQ097V;CGGT120;425;1340;910;145;0.52
EQ098V;E76D3;330;1250;980;72;0.4
EQ099V;FIRIV90 C/INFRA;700;1170;760;94.3;0.62
EQ101V;E1PD;330;730;580;29;0.14
EQ102V;E2P;340;820;580;34;0.16
EQ103V;VAP3P;320;1150;590;40.6;0.22
EQ104V;M1PD;350;750;900;42;0.24
EQ105V;M2PD2;350;1200;760;56;0.32
EQ106V;MAP1P;350;900;770;33.7;0.24
EQ107V;MAP2P;340;1200;770;56;0.31
EQ108V;MAP3P;360;1700;780;77;0.48
EQ109V;FIRIV110 C/INFRA;720;1350;1100;156;1.07
EQ123;BR6B GAS;880;1340;910;70.3;1.07
EQ124;SFAO4;560;420;540;16.9;0.13
EQ126;E6D3;320;1150;950;85.8;0.35
EQ183V;FEI90;680;820;1600;77;0.89
EQ184V;FERI90;690;1080;820;78.9;0.61
EQ185V;FEI110 ;680;1140;1230;132;0.95
EQ187V;FERI60;690;700;800;61.4;0.39
EQ189V;FERI80 ;700;970;690;75;0.47
EQ256;E4FD2;320;860;930;46.6;0.26
EQ280;SFAO5;1000;430;540;20.9;0.23
EQ280VN;SFAO6;1000;430;540;22.6;0.23
EQ281V;SFAOG30 ;1230;440;880;42;0.48
EQ282V;SFAO5;1000;430;540;20.9;0.23
EQ338V;FIR110;680;1270;1100;147;0.95
EQ356;VAP1P;330;740;580;26.4;0.14
EQ369V;FERI110;700;1270;1140;148;1.01
EQ372V;FCDB12E;1310;1180;960;217.4;1.48
EQ373V;FCDB6G;1010;1180;920;191.6;1.1
EQ374V;FCDB3E;610;780;940;80.5;0.45
EQ424V;VAP6;330;1150;930;60;0.35
EQ431V;BR4BF;880;910;900;83.9;0.72
EQ432V;BR4B;880;920;900;56.4;0.73
EQ483V;FDB6M;400;980;820;64;0.32
EQ484V;VAP2P;320;820;580;31;0.15
EQ547V;FA6P;220;980;760;64;0.16
EQ680V;FIR60;690;740;710;61;0.36
EQ681V;FIR90;690;1080;770;89.6;0.57
EQ785V;MFG50;840;580;660;50.18;0.32
EQ786V;MFG150;1270;1000;740;118;0.94
EQ787V;MFG75;1260;660;710;83;0.59
EQ821V;CFC-FCDB;830;1060;740;48.8;0.65
EQ833V;CFC-DB03;1100;620;620;54;0.42
EQ898V;MAP4;360;1200;1230;101;0.53
EQ900V;BR2B GAS;260;850;420;21.2;0.09
EQ901V;BR2BF GAS;260;850;420;21.2;0.09
IC001V;CK2AF;370;2280;1170;115;0.99
IC002V;CK18AF;370;1970;1090;104;0.79
BB006R;BAG200LINOX110X;1480;1450;860;90;1.85
BB008R;BAG100LINOX220V;1480;850;860;69;1.08
BB009R;BAG200LINOX220V;1480;1450;860;90;1.85
BB127R;BAG100LINOX110V;1480;850;860;69;1.08
EP082R;APC100;2420;1140;700;130;1.93
EP083R;APNC2000 220V;2100;2160;800;172;3.63
EP084R;ACPP1250;2200;1400;1050;130;3.23
EP088R;ASTPP 2000 110V;2370;2160;750;220;3.84
IC076R;CSSTP100220V;1430;1160;1050;116;1.74
IC087R;CSSTP200220V;1430;2160;1050;226;3.24
IC097 R;CQSTP100220V;1430;1160;1050;124;1.74
IC101R;CPSTP100220V;1350;1160;1050;91;1.64
IC103R;CQSTP200220V;1430;2160;1050;210;3.24
IC104R;MCI1900220VS/GANCH;2300;1800;1200;270;4.97
IC121 R;COTE2050;800;2150;1150;132;1.98
IC125R;FLSE12CX;196;110;55;82;1.19
IC126R;FLCE12CX220V;790;2050;1130;100;1.83
IC127R;FLCE12CX110V;790;2050;1130;100;1.83
IC136R;GC4PCG 220V;2100;1380;810;141;2.35
IC147 R;CSTPI;1000;1660;1050;163;1.74
IC150R;VPS200;1340;2160;810;133;2.34
IC152R;EAT200VCS110V;1680;2160;1150;210;4.17
IC154R;EAT200VCS220V;1680;2160;1150;210;4.17
IC167R;COTE1500;800;1810;1150;137;1.67
IC181R;VPE600220V;1340;760;810;70;0.82
IC196R;VPE600110V;1340;760;810;70;0.82
IC202 R;COP2050;800;2150;1150;133;1.98
IC208 R;FCSE135024CX;810;2150;1100;132;1.92
IC209 R;FC1X1;330;1160;1160;42;0.44
IC211 R;VPS150;1340;1660;810;114;1.8
IC217 R;CCSTG100220V;1200;1160;1090;87;1.52
IC219 R;VPS120;1340;1360;810;92;1.48
IC220 R;VPS100;1340;1160;810;82;1.26
IC226 R;FCSE135032CX;810;2600;1100;180;2.32
IC228 R;FC2700;1300;2950;1700;200;6.52
IC229 R;FLCE20CX;790;3260;1130;150;2.91
IC229R;ASSTFL300PBE110V;2200;3160;770;317;5.35
IC230 R;FLCE16CX;790;2710;1130;129;2.42
IC235R;VPCX800;1340;960;810;71;1.04
IC237R;PTA600220V;2200;900;950;133;1.88
IC271R;MCI4000220VC/GANCH;2620;2400;1380;400;8.68
IC493R;BSR1500 220V;1100;1660;900;119;1.64
IC494R;BSR2000 220V;1100;2160;900;139;2.14
IC495R;GC6PP 220V;2100;1960;810;210;3.33
IC496R;GC4PP 110V;2100;1260;710;149;1.88
IC497R;GC4PP 220V;2100;1260;710;149;1.88
IC498R;GC2PP 220V;2100;830;810;122;1.41
IC499R;GC2PP 110V;2100;830;810;122;1.41
IC500R;ASTPCFL2500 220V;2200;2660;770;310;4.51
IC501R;GC6PP 110V;2100;1960;810;210;3.33
IC502R;EAEX200VCS220V;1800;2170;1500;188;5.86
IC503R;BRCF8 220V;1100;1800;1000;222;1.98
IC925R;BRLQF8220V;1600;1800;950;202;2.74
IC926R;BRLQF12 220V;1600;2450;950;248;3.72
IC928R;BRLQ8220V;1100;1800;950;130;1.88
IC966R;CPBR;920;1160;1000;136;1.07
IC967R;CPTBR;920;1160;1000;117;1.07
IC983R;BRCQ12220V;110;245;100;233;2.7
IC990R;BPT100;1000;1160;1150;62;1.33
IC992R;VPS180;1340;1960;810;125;2.13
IC994R;VSSC100220V;950;1160;750;67;0.83
LB005R;VCCG600S220V;2300;900;900;139;1.86
LB047 R;VCCG600V110V;2300;900;900;165;1.86
LB079R;VCCG600S110V;2300;900;900;139;1.86
LB097R;VCCG600V220V;2300;900;900;165;1.86
LB210R;VCCG1300V220V;2300;1600;950;295;3.5
LB213R;VCM1300220V;2300;1660;950;232;3.63
LB214R;VCCE3P220V;2300;2350;980;340;5.3
LB216R;VCM3P220V;2300;2350;980;346;5.3
EQ167B;BM18PFBIVNR12;62;54;71;53.5;0.24
EQ205B;BM17PFBIVNR12;47;53;65.5;35;0.16
EQ249B;BM19PFBIVNR12;49;58;68;39.6;0.19
EQ262B;BM31BIVNR12;37;22;43;10.5;0.04
EQ441B;BM41 110V;31;22;39;4;0.03
EQ442B;BM47 220V;31;22;39;4;0.03
EQ443B;BM32BIVNR12;83.5;22.5;28.5;11;0.05
EQ445B;BM40BIVNR12;144;49.5;67;34.5;0.48
EQ652;BM07BIVNR12;42;40;43;15.3;0.07
EQ653;BM06BIVNR12;42;40;43;14.8;0.07
EQ654B;BM10BIVNR12;46.5;29.5;59;17.4;0.08
BB157C;RACO-16110V;64;37;63;21;0.15
BB158C;RDACO-26110V;64;65;70;37;0.29
BB159C;RDACO-26220V;64;65;70;37;0.29
BB160C;RACO-26220V;64;37;63;21;0.15
EQ001C;MPED-2220V;18;49;95;32;0.08
EQ002C;MPGD;18;49;95;33;0.08
EQ003 C;FG10;27;63;115;48;0.2
EQ004C;MPGS;21;49;54;18;0.06
EQ013C;CCP1;36;37;77;28;0.1
EQ017 C;SASL GAS;30;43;53;14;0.07
EQ018 C;SACL;30;53;80;21;0.13
EQ019 C;SACE;30;53;80;25;0.13
EQ020 C;SASE1-110V;31;47;53;18;0.08
EQ021C;SASL2-220V;31;47;53;17;0.08
EQ022C;FG04;24;51;54;17;0.07
EQ046 C;FAM5-2220V;52;50;61;15;0.16
EQ048C;FH1B-2220V;36;40;56;7;0.08
EQ049 C;CRPP-1110V;25;39;42;11;0.04
EQ050C;FA28-2220V;100;49;61;21;0.3
EQ066C;FG08;27;63;97;38;0.16
EQ093C;CRPP-2220V;25;39;42;11;0.04
EQ094C;ELEA-B;39;26;37;9;0.04
EQ226 C;CCP2;36;61;78;20;0.17
EQ227C;CCP3;37;79;85;62;0.25
EQ249C;ELAB BIVOLT;31;22;37;6;0.03
EQ253C;FA25-2220V;100;49;61;20;0.3
EQ339C;MPED-1110V;18;49;95;32;0.08
