25.00;39.00;42.00;10.00
22.00;48.00;80.00;14.00
25.00;39.00;42.00;7.00
10.00;41.00;52.00;5.00
64.00;37.00;63.00;21.00
64.00;65.00;70.00;37.00
72.00;51.00;62.00;30.00
72.00;51.00;62.00;29.00
72.00;51.00;62.00;28.00
73.00;31.00;63.00;20.00
73.00;31.00;63.00;19.00
31.00;53.00;89.00;25.00
30.00;53.00;80.00;25.00
31.00;53.00;89.00;24.00
30.00;53.00;80.00;21.00
31.00;53.00;89.00;25.00
30.00;53.00;80.00;23.00
30.00;53.00;89.00;33.00
30.00;53.00;80.00;29.00
30.00;53.00;89.00;31.00
30.00;53.00;80.00;26.00
30.00;53.00;89.00;35.00
30.00;53.00;80.00;26.00
25.00;39.00;42.00;9.00
31.00;47.00;53.00;18.00
30.00;43.00;53.00;15.00
31.00;47.00;53.00;17.00
30.00;43.00;53.00;14.00
31.00;47.00;53.00;19.00
30.00;43.00;53.00;15.00
31.00;67.00;110.00;37.00
30.00;68.00;98.00;36.00
31.00;67.00;110.00;36.00
30.00;68.00;98.00;39.00
31.00;46.00;53.00;26.00
31.00;46.00;53.00;27.00
31.00;46.00;53.00;21.00
31.00;46.00;53.00;24.00
39.00;26.00;37.00;6.00
25.00;39.00;42.00;10.00
25.00;39.00;42.00;9.00
31.00;57.00;66.00;28.00
32.00;49.00;64.00;39.00
31.00;57.00;66.00;26.00
32.00;49.00;64.00;22.00
33.00;50.00;54.00;6.00
37.00;50.00;54.00;8.00
25.00;50.00;54.00;7.00
88.00;64.00;66.00;13.00
21.00;55.30;49.50;72.76
58.00;71.00;27.50;35.41
58.00;91.00;27.50;48.15
58.00;111.00;27.50;61.68
25.00;113.00;50.00;39.22
28.00;144.00;50.00;45.72
23.00;74.00;53.00;26.25
23.00;94.00;53.00;32.72
21.00;55.30;49.50;17.50
21.00;65.00;47.00;18.00
28.00;144.00;50.00;36.80
21.00;55.30;49.50;41.80
23.00;74.00;53.00;21.80
23.00;94.00;53.00;26.80
25.00;113.00;50.00;31.80
25.00;132.00;63.50;34.48
25.00;164.50;63.50;40.87
20.00;65.00;60.00;45.87
20.00;85.00;60.00;23.20
25.00;110.00;63.50;28.48
23.00;49.00;46.00;27.16
21.00;65.00;47.00;12.25
21.00;86.00;44.00;16.93
19.00;106.00;46.00;21.93
39.00;48.00;40.50;6.87
39.00;48.00;40.50;8.87
38.50;62.00;40.50;10.87
38.50;76.50;40.50;12.46
38.50;91.00;40.50;14.07
38.50;76.50;40.50;13.65
38.50;91.00;40.50;15.30
39.00;48.00;40.50;7.27
39.00;48.00;40.50;9.47
38.50;62.00;40.50;11.67
45.00;60.00;44.00;14.74
45.00;82.00;44.00;16.67
45.00;97.00;44.00;18.61
45.00;122.00;44.00;20.52
45.00;60.00;44.00;14.64
45.00;122.00;44.00;20.22
45.00;60.00;44.00;15.24
45.00;82.00;44.00;17.17
45.00;82.00;44.00;16.87
45.00;97.00;44.00;19.61
45.00;97.00;44.00;19.11
45.00;97.00;44.00;19.61
45.00;122.00;44.00;21.72
45.00;60.00;44.00;15.34
45.00;82.00;44.00;17.47
45.00;82.00;44.00;24.39
45.00;122.00;44.00;20.52
45.00;60.00;44.00;22.45
45.00;97.00;44.00;19.61
45.00;122.00;44.00;21.72
45.00;60.00;44.00;15.34
45.00;82.00;44.00;17.47
45.00;60.00;44.00;14.74
45.00;82.00;44.00;16.67
45.00;97.00;44.00;18.61
45.00;122.00;44.00;20.52
39.00;48.00;40.50;7.25
38.50;62.00;40.50;8.76
38.50;76.50;40.50;11.03
38.50;91.00;40.50;13.03
38.50;76.50;40.50;12.40
38.50;91.00;40.50;15.23
39.00;48.00;40.50;7.85
38.50;62.00;40.50;9.56
63.00;68.00;52.00;20.61
63.00;68.00;52.00;21.41
63.00;68.00;52.00;20.61
63.00;68.00;52.00;21.41
63.00;52.50;50.00;13.53
84.00;52.50;50.00;16.82
63.00;52.50;50.00;13.00
84.00;52.50;50.00;15.84
39.00;48.00;40.50;11.22
38.50;62.00;40.50;14.01
38.50;76.50;40.50;16.58
38.50;91.00;40.50;18.81
63.00;52.50;50.00;16.85
84.00;52.50;50.00;21.33
63.00;52.50;50.00;16.75
84.00;52.50;50.00;21.23
84.00;52.50;50.00;21.23
63.00;68.00;52.00;21.23
84.00;52.50;50.00;21.23
63.00;52.50;50.00;16.85
84.00;52.50;50.00;21.33
25.00;113.00;50.00;43.30
28.00;144.00;50.00;49.80
23.00;74.00;53.00;30.33
23.00;94.00;53.00;36.80
21.00;65.00;47.00;21.40
28.00;144.00;50.00;41.87
20.00;65.00;60.00;46.87
23.00;94.00;53.00;30.88
25.00;113.00;50.00;36.87
25.00;132.00;63.50;36.95
25.00;164.50;63.50;41.95
58.00;51.00;27.50;46.95
84.00;52.50;50.00;0.00
20.00;85.00;60.00;26.95
25.00;110.00;63.50;31.95
21.00;55.30;49.50;30.85
21.00;86.00;44.00;20.40
19.00;106.00;46.00;25.85
21.00;55.30;49.50;21.58
23.00;74.00;53.00;25.88
21.00;65.00;47.00;15.40
39.00;48.00;40.50;8.44
39.00;48.00;40.50;11.22
38.50;62.00;40.50;14.01
38.50;76.50;40.50;16.39
38.50;91.00;40.50;18.78
39.00;48.00;40.50;8.44
39.00;48.00;40.50;11.22
38.50;62.00;40.50;14.01
38.50;76.50;40.50;16.58
38.50;91.00;40.50;18.81
45.00;60.00;44.00;18.08
45.00;82.00;44.00;20.80
45.00;97.00;44.00;23.52
45.00;122.00;44.00;28.19
45.00;97.00;44.00;28.44
45.00;122.00;44.00;35.08
45.00;60.00;44.00;22.02
45.00;82.00;44.00;24.74
45.00;97.00;44.00;27.46
45.00;122.00;44.00;31.14
45.00;60.00;44.00;20.05
45.00;82.00;44.00;23.75
45.00;60.00;44.00;17.10
45.00;82.00;44.00;19.81
45.00;97.00;44.00;22.53
45.00;122.00;44.00;25.23
39.00;48.00;40.50;9.60
38.50;62.00;40.50;11.90
38.50;76.50;40.50;14.96
38.50;91.00;40.50;17.74
39.00;48.00;40.50;9.60
38.50;62.00;40.50;11.90
38.50;76.50;40.50;15.33
38.50;91.00;40.50;18.74
63.00;68.00;52.00;24.74
63.00;68.00;52.00;24.74
63.00;68.00;52.00;29.66
63.00;52.50;50.00;29.66
63.00;68.00;52.00;24.74
63.00;52.50;50.00;29.66
39.00;48.00;40.50;13.58
38.50;62.00;40.50;17.15
38.50;76.50;40.50;20.50
38.50;91.00;40.50;23.52
84.00;52.50;50.00;22.06
63.00;68.00;52.00;28.90
84.00;52.50;50.00;22.06
84.00;52.50;50.00;28.90
63.00;68.00;52.00;28.40
63.00;68.00;52.00;24.74
23.00;49.00;46.00;29.66
225.00;192.00;78.20;231.00
225.00;314.50;78.20;358.00
93.00;84.00;77.70;48.00
93.00;112.50;77.70;58.00
93.00;138.00;76.20;66.00
93.00;162.00;75.50;74.00
96.00;83.00;71.50;47.00
96.00;108.00;72.00;55.00
96.00;134.00;71.00;66.00
96.00;158.00;71.00;73.00
100.50;317.00;101.50;0.00
93.00;162.00;75.50;0.00
100.50;208.20;95.00;130.00
207.00;84.00;84.50;121.00
207.00;70.00;84.50;101.00
186.50;55.70;69.00;78.00
186.50;55.70;69.00;81.00
206.00;700.00;69.00;96.00
206.00;70.00;69.00;96.00
207.00;70.00;84.50;108.00
207.00;70.00;84.50;122.00
189.00;70.00;84.50;99.00
188.00;70.00;84.50;108.00
207.00;70.00;84.50;114.00
204.00;70.00;84.50;139.00
79.00;50.00;85.00;68.00
84.00;59.00;93.00;75.00
59.00;61.00;108.00;152.00
59.00;61.00;108.00;155.00
123.00;68.00;117.00;190.00
123.00;68.00;117.00;190.00
123.00;68.00;117.00;190.00
142.00;131.00;73.00;299.00
142.00;131.00;73.00;300.00
153.00;82.00;140.00;313.00
140.00;95.00;155.00;583.00
98.50;65.00;130.00;64.00
165.00;65.00;130.00;92.00
185.00;65.00;130.00;120.00
62.00;62.00;80.50;52.00
82.00;59.00;102.00;76.00
98.00;72.00;62.00;50.00
104.00;78.00;66.00;55.00
64.00;30.50;55.00;26.00
93.00;66.00;85.00;80.00
83.00;79.50;101.00;150.00
83.00;79.50;101.00;150.00
176.00;116.00;125.00;198.00
212.00;116.00;125.00;230.00
161.00;116.00;125.00;175.00
10.00;141.00;64.00;22.00
10.00;161.00;64.00;31.00
10.00;161.00;64.00;24.00
10.00;192.00;95.00;37.00
10.00;192.00;96.00;46.00
49.00;40.00;56.00;37.00
54.50;35.00;59.00;45.00
82.50;43.50;65.50;50.00
66.00;41.50;79.50;58.00
96.00;50.00;83.00;109.00
96.00;50.00;83.00;109.00
132.00;76.50;105.00;128.00
140.00;59.00;92.00;130.00
127.00;66.00;85.00;208.00
140.00;75.00;54.00;65.00
140.00;75.00;54.00;65.00
168.00;75.00;54.00;75.00
168.00;75.00;54.00;75.00
201.00;125.00;87.00;200.00
201.00;75.00;54.00;85.00
201.00;75.00;54.00;85.00
201.00;125.00;97.00;260.00
234.00;125.00;87.00;220.00
234.00;125.00;97.00;280.00
168.00;125.00;87.00;180.00
168.00;125.00;97.00;240.00
201.00;75.00;54.00;95.00
140.00;75.00;54.00;75.00
168.00;75.00;54.00;85.00
67.00;50.00;40.00;22.00
67.00;50.00;40.00;22.00
100.00;50.00;40.00;28.00
100.00;50.00;40.00;28.00
173.00;112.00;115.00;210.00
173.00;122.00;115.00;250.00
140.00;75.00;54.00;65.00
140.00;75.00;54.00;65.00
168.00;75.00;54.00;75.00
168.00;75.00;54.00;75.00
201.00;75.00;54.00;85.00
201.00;75.00;54.00;85.00
30.00;67.00;113.00;64.00
30.00;67.00;134.00;78.00
30.00;67.00;166.00;107.00
28.00;60.00;55.00;27.00
28.00;60.00;72.00;35.00
28.00;67.00;93.00;48.00
30.00;67.00;113.00;66.00
30.00;67.00;113.00;62.00
30.00;67.00;113.00;40.00
30.00;67.00;134.00;78.00
30.00;67.00;134.00;73.00
30.00;67.00;166.00;92.00
30.00;67.00;166.00;98.00
28.00;60.00;55.00;28.00
28.00;60.00;55.00;23.00
28.00;60.00;72.00;35.00
28.00;60.00;72.00;32.00
28.00;60.00;72.00;30.00
28.00;67.00;93.00;50.00
28.00;67.00;93.00;47.00
28.00;67.00;93.00;36.00
218.00;179.00;103.00;350.00
218.00;115.00;103.00;300.00
23.50;28.50;49.00;9.50
73.00;64.00;74.00;63.00
66.00;110.00;78.00;70.00
75.00;94.00;79.00;68.00
183.00;90.00;80.00;134.00
183.00;100.00;82.00;210.00
51.00;55.00;74.00;53.00
152.00;85.00;105.00;124.00
183.00;120.00;100.00;465.00
48.00;33.00;29.50;18.00
121.00;69.00;61.00;75.00
154.00;85.00;70.00;122.00
154.00;93.00;72.00;155.00
176.00;105.00;80.00;192.00
51.50;41.50;74.00;33.00
54.50;44.00;77.00;40.00
52.00;48.50;72.00;74.00
52.00;48.50;72.00;90.00
52.00;48.50;72.00;74.00
52.00;48.50;72.00;90.00
63.00;69.00;75.00;70.00
100.80;45.10;99.10;0.00
100.80;45.10;99.10;0.00
50.60;75.20;71.20;32.00
50.60;75.20;71.20;34.00
50.60;75.20;111.20;42.00
50.60;75.20;111.20;44.00
50.60;75.20;71.20;32.00
50.60;75.20;71.20;34.00
50.60;75.20;111.20;42.00
50.60;75.20;111.20;44.00
94.00;53.10;59.80;22.00
94.00;53.10;59.80;21.00
94.00;89.30;59.80;38.00
94.00;89.30;59.80;36.00
94.00;89.30;59.80;35.00
94.00;125.50;59.80;43.00
94.00;125.50;59.80;42.00
94.00;125.50;59.80;41.00
94.00;89.30;96.00;58.00
94.00;161.70;59.80;58.00
94.00;161.70;59.80;57.00
94.00;161.70;59.80;56.00
92.50;125.50;96.00;70.00
93.30;125.50;96.00;78.00
93.30;161.70;96.00;92.00
102.00;53.10;96.00;40.00
94.30;53.10;96.00;48.00
92.50;161.70;96.00;98.00
93.60;66.20;73.00;24.00
93.60;112.40;73.00;58.00
93.60;158.60;73.00;73.00
93.60;158.60;73.00;71.00
93.60;112.40;126.20;79.00
93.60;112.40;126.20;77.00
93.60;112.40;126.20;73.00
93.60;204.80;73.00;75.00
93.60;204.80;73.00;73.00
95.00;158.60;126.20;95.00
95.00;158.60;126.20;93.00
95.00;158.60;126.20;94.00
93.60;158.60;126.20;120.00
93.60;158.60;126.10;112.00
93.60;158.60;119.50;110.00
95.00;204.80;126.10;130.00
95.00;204.80;126.10;128.00
93.60;204.80;126.10;130.00
93.60;204.80;126.10;140.00
93.60;204.80;126.10;135.00
93.60;204.80;126.10;133.00
102.00;66.20;119.50;62.00
102.00;53.10;96.00;65.00
55.00;68.00;67.00;17.00
132.00;62.00;90.50;120.00
132.00;62.00;90.50;60.00
149.00;86.00;78.50;130.00
149.00;86.00;78.50;65.00
132.00;97.00;80.00;134.00
132.00;97.00;80.00;67.00
149.00;106.00;108.50;85.00
132.00;111.50;111.50;170.00
149.00;106.00;108.50;170.00
132.00;111.50;111.50;85.00
190.00;72.00;100.50;124.00
206.50;71.50;98.00;124.00
142.00;72.00;100.50;62.00
155.00;71.50;98.00;62.00
190.00;107.00;87.50;134.00
206.50;206.50;87.50;134.00
142.00;107.00;90.00;67.00
155.00;106.50;87.50;67.00
190.00;121.50;121.50;170.00
206.50;121.00;119.00;170.00
142.00;121.50;121.50;85.00
155.00;121.00;119.00;85.00
106.00;100.00;80.00;60.00
106.00;100.00;80.00;60.00
156.00;60.00;55.00;102.00
156.00;60.00;55.00;102.00
25.00;34.00;46.00;4.30
35.00;32.00;39.00;5.90
25.00;59.00;46.00;6.30
35.00;61.00;39.00;10.40
35.00;61.00;39.00;10.40
28.00;35.00;47.00;4.70
28.00;60.00;45.00;7.00
205.00;120.00;166.00;240.00
103.00;121.40;158.00;190.00
110.00;121.40;158.00;200.00
198.00;120.00;166.00;230.00
205.00;120.00;166.00;240.00
163.00;104.00;140.00;180.00
171.00;104.00;140.00;195.00
185.00;108.00;157.00;290.00
195.00;108.00;157.00;300.00
103.00;121.40;158.00;190.00
110.00;121.40;158.00;190.00
198.00;120.00;166.00;230.00
205.00;120.00;166.00;250.00
163.00;104.00;140.00;190.00
171.00;104.00;140.00;205.00
185.00;108.00;157.00;300.00
195.00;108.00;157.00;310.00
103.00;121.40;158.00;200.00
110.00;121.40;158.00;210.00
198.00;120.00;166.00;240.00
214.40;111.00;141.50;280.00
179.50;111.00;141.50;220.00
179.50;111.00;141.50;230.00
194.80;111.00;141.50;260.00
50.00;45.50;50.50;13.00
91.50;45.50;50.50;15.40
91.50;45.50;50.50;17.00
91.50;45.50;50.50;19.00
116.00;110.00;80.00;140.00
116.00;110.00;80.00;145.00
76.50;72.00;86.00;40.00
96.20;83.00;85.00;86.00
119.00;105.00;94.00;95.00
135.00;97.00;114.00;175.00
135.00;97.00;114.00;175.00
45.50;42.00;69.00;53.00
55.00;42.00;82.00;64.00
63.00;69.00;75.00;67.00
107.50;52.50;106.50;148.00
107.50;52.50;106.50;148.00
150.00;69.00;128.50;240.00
150.00;69.00;128.50;240.00
67.50;38.50;30.00;28.00
50.00;57.00;83.00;80.00
55.00;66.50;85.00;110.00
50.00;57.00;83.00;80.00
121.00;66.50;85.00;120.00
55.00;66.50;85.00;110.00
121.00;82.00;85.00;140.00
55.00;82.00;85.00;130.00
66.00;58.00;76.20;70.00
93.10;65.20;82.00;97.00
100.00;79.00;96.00;106.00
100.00;79.00;96.00;106.00
114.50;83.50;115.50;148.00
56.00;50.00;86.00;51.00
126.00;72.50;72.50;63.00
50.00;33.50;65.00;26.00
186.20;105.00;107.00;150.00
186.20;118.00;120.00;199.00
100.50;56.00;56.00;17.00
25.50;37.00;37.00;3.40
25.50;49.00;49.00;4.30
25.50;37.00;37.00;3.40
25.50;49.00;49.00;4.50
118.60;92.00;78.00;99.00
118.60;92.00;78.00;99.00
118.60;92.00;78.00;99.00
118.60;92.00;78.00;99.00
118.60;92.00;78.00;99.00
6.00;6.60;6.80;43.00
7.10;7.30;7.30;49.00
10.00;6.60;6.60;52.00
18.70;11.50;9.30;140.00
20.50;11.50;9.30;150.00
2.00;4.60;4.60;5.50
2.00;2.60;3.40;5.60
5.30;5.90;5.10;21.00
5.30;5.90;5.10;27.00
5.30;5.90;5.10;27.00
5.30;6.30;5.60;35.00
5.60;6.60;6.00;35.00
5.60;6.60;6.00;36.00
4.60;3.90;6.70;37.00
5.50;4.80;7.80;51.00
5.80;4.80;8.90;61.00
20.50;12.00;8.70;197.00
20.50;12.00;9.50;193.00
2.00;10;33.00;0.124
5.00;6.5;33.00;0.097
6.00;9.00;29.00;0.119
17.00;22.00;26.00;0.21
10.50;7.00;7.00;0.04
14.00;8.50;8.50;0.09
0.50;33.00;33.00;0.36
5.00;14;14;0.05
8.00;20;20;0.11
8.00;24;24;0.17
9.00;30;30;0.23
10;8.2;10;0.222
2.50;21;21;0.10
20.50;21.00;21.00;0.44
19.50;8.00;8.00;0.23
16.00;15.50;18.00;0.77
14.00;14.00;14.00;0.23
21.50;24.50;31.00;0.72
2;35;35;0.49
2.50;40;40;0.60
2.50;45;45;0.76
5.00;5.50;29.00;0.07
6.50;7.50;31.50;0.095
8.00;9.50;37.00;0.144
3.5;19.00;28.00;0.158
4.00;24;31;0.40
5;27;36;0.488
4.50;31;41;0.47
14.00;9.00;13.00;0.24
15.00;9.00;12;0.21
8.00;7.50;10.00;0.15
2;33;43;0.59
6;12.5;12.5;0.44
19.00;13.00;18.00;0.41
2.50;7.50;38.00;0.100
3.00;11.00;38.00;0.160
4.00;40;40;0.843
4.00;11.20;47.00;0.13
6.50;9.50;45.00;0.17
4.00;7.00;50;0.135
4.00;7.5;48;0.156
5.00;16;16;0.080
1.50;19.00;25.00;0.17
1.50;21.00;30.00;0.22
2.00;25.50;35.00;0.304
2.00;29.00;40.00;0.45
2.5;34.00;45.00;0.54
2.20;15.00;20.00;0.11
2.5;18;25.00;0.16
26.00;9.00;9.00;0.25
2.00;15.50;20.00;0.14
0.00;3;30.5;0.03
8.00;18;18;0.15
9.50;22;22;0.22
11.00;26;26;0.30
13.00;30;30;0.40
10.00;24.00;31.00;0.23
12.00;28;34.00;0.26
14.00;32;41.00;0.41
15.00;36;44.00;0.47
2.5;19;26;0.138
11;24;24;0.198
2;19;26;0.173
6;9.00;9.00;0.06
0.00;0.00;0.00;0.00
14.50;6.30;6.30;0.12
9.50;7.00;7.00;0.10
0.00;0.00;0.00;0.00
8.00;22.00;39.00;0.20
3.00;8.50;22.00;0.03
3.00;10.00;23.50;0.04
4.00;12.00;27.00;0.06
19.2;13;20;0.432
0.00;6.8;23.5;0.059
0.00;6;19.5;0.088
2.5;19;26;0.164
4.5;24.5;30.5;0.371
1;33;33;0.379
2.5;26;40;0.525
4;32.5;32.5;0.455
5.50;16.5;16.5;0.08
7.00;20;20;0.14
8.50;24;24;0.195
8.50;28.4;28.4;0.28
9.00;32;32;0.35
2;29.5;40;0.52
2.5;34.5;34.5;0.442
21.00;10.7;18;0.436
21.00;14.50;18.50;0.630
6;6.00;12;0.09
3.00;4.00;22.50;0.08
3.00;4.00;30.00;0.09
3.00;4.00;40.00;0.10
7.00;7.00;30.00;0.18
10.00;10.00;45.00;0.26
7.50;28.00;28.00;0.52
9.00;9.00;9.50;0.230
9.50;7.00;10.00;0.215
5.50;7;5.5;0.131
11.00;10.00;26.00;0.32
5.5;28.8;39.5;0.74
5.50;33;43.5;0.77
4.00;6.00;22.00;0.11
8.00;7.00;25.00;0.17
8.00;40.00;40.00;0.408
11.00;50.00;50.00;0.73
12;47.50;47.50;1.174
2.5;25.00;60.00;0.50
10.00;22.00;34.00;0.58
22.00;19.00;19.00;0.690
27.00;23.00;23;1.102
30.00;27.00;27;1.723
2.00;8.00;28.00;0.11
3.00;3.20;34.00;0.06
2.50;7.70;33.00;0.11
5.00;6.50;20.00;0.08
5.50;21.50;21.5;0.36
7.00;33.00;33.00;0.69
22.00;24.00;26.00;0.88
9.50;7.00;7.00;0.10
9.50;7.00;7.00;0.10
9.00;4.20;4.20;0.04
3.00;6.50;20.30;0.17
11.50;14.00;8.50;0.36
42.00;36.00;36.00;3.88
23.50;28.00;28.00;0.893
6.50;22.00;22.00;0.15
7.00;7.00;9.50;0.06
10.00;2.70;18.00;0.17
30.00;10.00;10.00;0.39
3.00;40.00;40.00;0.66
5.00;7.00;32.00;0.09
5.50;38.00;45.00;1.15
5.50;38.50;50.00;1.22
5.50;42.50;60.00;1.60
16.50;14.00;17.50;0.36
22.50;33.00;33.00;1.38
6.00;9.00;9.00;0.06
11.00;9.50;12.00;0.23
36.00;7.50;11.50;0.19
6.00;3.00;14.50;0.10
5.00;11.00;31.00;0.07
7.00;14.00;34.00;0.08
7.50;19.00;39.00;0.10
8.50;7.50;16.00;0.08
6.50;20.00;21.50;0.12
12.00;16.00;34.00;0.18
15.00;20.00;41.00;0.27
16.00;24.00;42.00;0.30
7.00;37.00;37.00;0.34
5.50;22.00;34.00;0.36
2.5;30.00;33.00;0.45
18.50;26.00;32.00;0.93
4.50;9.00;9.00;0.05
4.50;9.00;9.00;0.05
4.00;10.00;10.00;0.02
2.80;25.00;34.50;0.23
11.00;24.00;31.00;0.21
17.00;22.00;26.00;0.21
3.90;5.90;9.40;0.06
9.00;5.50;13.00;0.15
0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00
17.00;9.00;9.00;0.24
2.00;5.00;28.50;0.09
2.00;5.00;29.00;0.09
2.00;4.50;29.00;0.09
1.50;3;19.00;0.046
2.50;5.00;14.50;0.07
2.50;4.00;9.00;0.03
14.00;14.00;14.00;0.23
2.00;9.50;27.00;0.16
2.00;6.00;26.00;0.12
2.00;8.00;19.00;0.14
2.00;5.00;20.00;0.07
