EQ377S         ;LIQUID 2L LS02MB-N 110V NR12  SIEMSEM                                 ;46;1;METALURGICA SIEMSEM LTDA                ;47977,2
EQ379S         ;LIQUID 3L LS03MB-N 0,5CV 220V NR12 SIEMSEM                            ;46;1;METALURGICA SIEMSEM LTDA                ;51129,5
EQ400S         ;FATIADOR CARNE INOX FC350N 0,5VC 220V NR12                            ;46;1;METALURGICA SIEMSEM LTDA                ;901/20              
EQ414S         ;DESCASCADOR  DB10-N 0,5CV NR12;46;1;METALURGICA SIEMSEM LTDA                ;46685,9
EQ415S         ;DESCASCADOR DB-25HD-N 1CV 25KG;46;1;METALURGICA SIEMSEM LTDA                ;46879,7
EQ416S         ;CAIXA COLETORA CC-25HD INOX HEAVY DUTY                                ;46;1;METALURGICA SIEMSEM LTDA                ;35238,1
EQ439S         ;PREPARADOR ALIM PAIE-S-N 0,33CV INOX 220V NR12                        ;46;1;METALURGICA SIEMSEM LTDA                ;46810
EQ440S         ;PREPARADOR ALIM PAIE-S-N 0,33CV INOX NR12 110V SIE                    ;46;1;METALURGICA SIEMSEM LTDA                ;46780,4
EQ525S         ;LIQUID 1,5L LT1,5N TRANSP 110V 800W NR12                              ;46;1;METALURGICA SIEMSEM LTDA                ;47424
EQ660S         ;CORTADOR FRIOS CFI300L-N 110V ;46;1;METALURGICA SIEMSEM LTDA                ;47300,6
EQ661S         ;CORTADOR FRIOS CFI300L-N 220V ;46;1;METALURGICA SIEMSEM LTDA                ;901/20              
EQ711S         ;LIQUID 4L TA04 ALTA ROTACAO 110V NR12                                 ;46;1;METALURGICA SIEMSEM LTDA                ;47495,9
EQ712S         ;LIQUID 2L LT2,0 ALTA ROTACAO 110V NR12 INM                            ;46;1;METALURGICA SIEMSEM LTDA                ;46987,4
EQ713S         ;LIQUID 2L LT2,0 ALTA ROTACAO 220V NR12 INM                            ;46;1;METALURGICA SIEMSEM LTDA                ;47446
EQ714S         ;LIQUID 4L TA04 ALTA ROTACAO 220 NR12                                  ;46;1;METALURGICA SIEMSEM LTDA                ;47495,9
EQ736S         ;AMACIADOR DE CARNE INOX 110V NR12 ABSLN SIEMSEN                       ;46;1;METALURGICA SIEMSEM LTDA                ;47491,6
EQ737S         ;AMACIADOR DE CARNE INOX 220V NR12 ABSLN SIEMSEN                       ;46;1;METALURGICA SIEMSEM LTDA                ;47492,4
EQ738S         ;AMACIADOR DE CARNE INOX 0,33CV 220V NR12 ABS SIEMSEN                  ;46;1;METALURGICA SIEMSEM LTDA                ;52653,3
EQ840S         ;GRADE CUBO GC8-S                                                      ;46;1;METALURGICA SIEMSEM LTDA                ;39326,6
EQ841S         ;DISCO FATIADOR E1                                                     ;46;1;METALURGICA SIEMSEM LTDA                ;9604
EQ842S         ;DISCO FATIADOR E10-S SIEMSEN  ;46;1;METALURGICA SIEMSEM LTDA                ;39430
EQ843S         ;DISCO FATIADOR V SIEMSEN      ;46;1;METALURGICA SIEMSEM LTDA                ;9609,1
EQ844S         ;DISCO FATIADOR W3 SIEMSEN     ;46;1;METALURGICA SIEMSEM LTDA                ;901/20              
EQ845S         ;DISCO FATIADOR Z3 SIEMSEN     ;46;1;METALURGICA SIEMSEM LTDA                ;9610,5
EQ846S         ;DISCO FATIADOR Z8 SIEMSEN     ;46;1;METALURGICA SIEMSEM LTDA                ;9613
EQ847S         ;GRADE CUBO GC12-S SIEMSEN     ;46;1;METALURGICA SIEMSEM LTDA                ;39324
EQ848S         ;GRADE PALITO GP-S                                                     ;46;1;METALURGICA SIEMSEM LTDA                ;39327,4
EQ849S         ;DISCO FATIADOR E10 SIEMSEN    ;46;1;METALURGICA SIEMSEM LTDA                ;9607,5
EQ851S         ;DISCO FATIADOR E3                                                     ;46;1;METALURGICA SIEMSEM LTDA                ;9605,9
EQ852S         ;DISCO FATIADOR E5 SIEMSEN     ;46;1;METALURGICA SIEMSEM LTDA                ;9606,7
EQ853S         ;DISCO FATIADOR EH7 SIEMSEN    ;46;1;METALURGICA SIEMSEM LTDA                ;19564,4
EQ854S         ;GRADE CUBO GC8 SIEMSEN        ;46;1;METALURGICA SIEMSEM LTDA                ;13718,9
EQ855S         ;GRADE CUBO GC16-S SIEMSEN     ;46;1;METALURGICA SIEMSEM LTDA                ;39325,8
EQ856S         ;GRADE CUBO GC12                                                       ;46;1;METALURGICA SIEMSEM LTDA                ;10172,9
EQ857S         ;GRADE CUBO GC16 SIEMSEN       ;46;1;METALURGICA SIEMSEM LTDA                ;13719,7
EQ858S         ;GRADE PALITO GP10                                                     ;46;1;METALURGICA SIEMSEM LTDA                ;9615,6
EQ859S         ;DISCO DESFIADOR Z5 SIEMSEN    ;46;1;METALURGICA SIEMSEM LTDA                ;9612,1
EQ862S         ;DISCO FATIADOR ONDULADOR W2 SI;46;1;METALURGICA SIEMSEM LTDA                ;12553,9
