GX7070;0.10;2.80;13.20;0.01;Marcamix
GX7072;26.00;1.50;7.50;0.09;Marcamix
GX7180;0.40;1.80;21.70;0.06;Marcamix
GX7182;31.00;1.00;7.50;0.35;Marcamix
GX8002;3.5;24.00;17.00;0.33;Marcamix
GX8003;1.50;2.50;17.50;0.03;Marcamix
GX8004;1.50;2.50;19.00;0.03;Marcamix
GX8005;2.00;4.00;29.50;0.10;Marcamix
GX8006;1.50;3.20;26.50;0.08;Marcamix
GX8008;2.00;4.00;32.00;0.13;Marcamix
GX8010;2.00;5.50;38.00;0.20;Marcamix
GX8018;2.00;5.50;35.00;0.17;Marcamix
GX8020;2.50;5.00;40.00;0.23;Marcamix
GX8022;2.00;5.00;45.00;0.25;Marcamix
GX8023;0;0;0;0;Marcamix
GX8028;2.00;5.00;35.00;0.20;Marcamix
GX8032;1.50;5.00;43.50;0.25;Marcamix
GX8035;2.00;3.50;29.00;0.10;Marcamix
GX8036;1.00;3.00;27.00;0.08;Marcamix
GX8038;1.50;4.00;32.50;0.12;Marcamix
GX8040;2.00;5.00;37.50;0.21;Marcamix
GX8058;2.00;7.50;29.00;0.22;Marcamix
GX8103;1.00;1.60;16.80;0.02;Marcamix
GX8105;1.80;1.80;25.50;0.05;Marcamix
GX8106;2.00;3.50;28.00;0.07;Marcamix
GX8107;2.00;4.00;30.00;0.08;Marcamix
GX8108;2.00;4.00;33.00;0.09;Marcamix
GX8109;2.00;3.00;25.50;0.09;Marcamix
GX8111;39.00;2.00;8.80;0.18;Marcamix
GX8113;38.00;2.50;14.00;0.20;Marcamix
GX8118;2.00;3.00;32.50;0.07;Marcamix
GX8205;2.00;4.50;29.00;0.11;Marcamix
GX8208;2.50;5.50;33.00;0.20;Marcamix
GX8210;2.50;6.00;38.50;0.23;Marcamix
GX8211;12.00;2.00;23.50;0.16;Marcamix
GX8212;2.50;6.00;46.00;0.28;Marcamix
GX8220;2.00;4.30;39.00;0.13;Marcamix
GX8222;4.00;5.50;47.00;0.35;Marcamix
GX8228;2.50;4.00;31.00;0.16;Marcamix
GX8501;18.00;11.50;28.50;1.22;Marcamix
GX8502;5.50;28.00;39.00;0.76;Marcamix
GX8503;5.50;28.00;39.00;0.76;Marcamix
GX8504;5.50;28.00;39.00;0.76;Marcamix
GX8505;5.50;28.00;39.00;0.76;Marcamix
GX8506;5.50;28.00;39.00;0.86;Marcamix
GX8507;5.50;28.00;39.00;1.12;Marcamix
GX8508;18.00;11.50;28.50;0.57;Marcamix
GX8509;18.00;11.50;28.50;0.50;Marcamix
GX8510;18.00;11.50;28.50;0.39;Marcamix
GX8511;18.00;11.50;28.50;0.39;Marcamix
GX8512;18.00;11.50;28.50;0.39;Marcamix
GX8513;18.00;11.50;28.50;0.39;Marcamix
GX8514;23.00;35.00;35.00;2.82;Marcamix
GX8515;18.00;11.50;28.50;2.50;Marcamix
GX8516;23.00;35.00;35.00;1.66;Marcamix
GX8517;23.00;35.00;35.00;1.66;Marcamix
GX8518;23.00;35.00;35.00;1.66;Marcamix
GX8519;23.00;35.00;35.00;1.66;Marcamix
GX8520;21.00;34.00;34.00;1315.00;Marcamix
GX8521;5.50;28.00;39.00;0;Marcamix
GX8522;18.00;11.50;28.50;3.14;Marcamix
GX8523;18.00;11.50;28.50;3.55;Marcamix
GX8524;18.00;11.50;28.50;3.61;Marcamix
GX8525;18.00;11.50;28.50;4.87;Marcamix
GX8526;5.50;28.00;39.00;2.02;Marcamix
GX8635;6.00;10.00;34.00;0.10;Marcamix
GX8636;6.00;10.00;34.00;0.10;Marcamix
GX8637;6.00;10.00;34.00;0.10;Marcamix
GX8638;6.00;10.00;34.00;0.10;Marcamix
GX8639;6.50;6.00;33.00;0.09;Marcamix
GX8640;6.50;6.00;33.00;0.09;Marcamix
GX8641;6.50;6.00;33.00;0.09;Marcamix
GX8642;6.50;6.00;33.00;0.09;Marcamix
GX8643;4.00;7.80;34.00;0.08;Marcamix
GX8644;4.00;7.80;34.00;0.08;Marcamix
GX8645;4.00;7.80;34.00;0.08;Marcamix
GX8646;4.00;7.80;34.00;0.08;Marcamix
GX8647;10.00;8.80;30.00;0.10;Marcamix
GX8648;10.00;8.80;30.00;0.10;Marcamix
GX8649;10.00;8.80;30.00;0.10;Marcamix
GX8650;10.00;8.80;30.00;0.10;Marcamix
GX8651;7.00;7.00;35.00;0.09;Marcamix
GX8652;7.00;7.00;35.00;0.09;Marcamix
GX8653;7.00;7.00;35.00;0.09;Marcamix
GX8654;7.00;7.00;35.00;0.09;Marcamix
GX8655;4.00;5.00;22.00;0.13;Marcamix
GX8656;4.00;5.00;22.00;0.13;Marcamix
GX8657;4.00;5.00;22.00;0.13;Marcamix
GX8658;4.00;5.00;22.00;0.13;Marcamix
GX8659;4.00;5.00;30.00;0.16;Marcamix
GX8660;4.00;5.00;30.00;0.16;Marcamix
GX8661;4.00;5.00;30.00;0.16;Marcamix
GX8662;4.00;5.00;30.00;0.16;Marcamix
GX8663;4.00;5.00;40.00;0.20;Marcamix
GX8664;4.00;5.00;40.00;0.20;Marcamix
GX8665;4.00;5.00;40.00;0.20;Marcamix
GX8666;4.00;5.00;40.00;0.20;Marcamix
GX8667;2.00;18.50;37.50;0.18;Marcamix
GX8668;2.00;18.50;37.50;0.18;Marcamix
GX8669;2.00;18.50;37.50;0.18;Marcamix
GX8670;2.00;18.50;37.50;0.18;Marcamix
GX8671;34.00;12.00;12.00;0.52;Marcamix
GX8672;34.00;12.00;12.00;0.52;Marcamix
GX8673;34.00;12.00;12.00;0.52;Marcamix
GX8674;22.50;8.00;8.00;0.24;Marcamix
GX8675;22.50;8.00;8.00;0.24;Marcamix
GX8676;22.50;8.00;8.00;0.24;Marcamix
GX8677;2.00;5.00;24.50;0.05;Marcamix
GX8678;2.00;5.00;24.50;0.05;Marcamix
GX8679;2.00;5.00;24.50;0.05;Marcamix
GX8680;2.00;5.00;24.50;0.05;Marcamix
GX8681;1.50;4.00;23.00;0.05;Marcamix
GX8682;1.50;4.00;23.00;0.05;Marcamix
GX8683;1.50;4.00;23.00;0.05;Marcamix
GX8684;1.50;4.00;23.00;0.05;Marcamix
GX9000;0;0;0;0;Marcamix
GX9006;7.00;10.00;30.00;0.09;Marcamix
GX9007;6.00;10.00;31.00;0.09;Marcamix
GX9008;4.00;7.00;32.50;0.08;Marcamix
GX9009;2.00;4.00;35.00;0.06;Marcamix
GX9010;5.00;6.50;22.00;0.05;Marcamix
GX9018;1.00;4.00;13.50;0.08;Marcamix
GX9023;19.00;4.50;7.00;0.20;Marcamix
GX9025;3.00;7.00;25.50;0.07;Marcamix
GX9026;5.00;6.50;22.00;0.04;Marcamix
GX9029;6.00;9.00;28.50;0.12;Marcamix
GX9030;2.00;6.00;11.00;0.12;Marcamix
GX9031;5.00;6.50;29.00;0.09;Marcamix
GX9032;0.02;4.00;10.00;0.03;Marcamix
GX9033;3.00;4.00;16.00;0.22;Marcamix
GX9034;8.50;4.00;6.50;0.03;Marcamix
GX9035;2.00;7.00;25.00;0.25;Marcamix
GX9037;1.00;7.00;21.00;0.06;Marcamix
GX9038;5.00;7.00;32.00;0.07;Marcamix
GX9039;29.00;1.00;12.00;0.10;Marcamix
GX9040;0.02;4.00;10.00;0.03;Marcamix
GX9041;16.00;3.50;6.00;0.20;Marcamix
GX9042;2.00;4.00;20.00;0.17;Marcamix
GX9043;1.50;6.00;19.00;0.05;Marcamix
GX9044;3.00;4.00;19.00;0.06;Marcamix
GX9045;6.00;9.00;23.00;0.05;Marcamix
GX9046;1.50;7.00;20.00;0.07;Marcamix
GX9047;3.00;8.00;23.00;0.09;Marcamix
GX9048;1.70;3.00;19.00;0.05;Marcamix
GX9049;6.00;6.00;29.00;0.06;Marcamix
Gx9053;2.50;5.50;23.00;0.07;Marcamix
GX9054;0.00;0.00;0.00;0.00;Marcamix
GX9055;0.00;0.00;0.00;0.00;Marcamix
GX9056;0.00;0.00;0.00;0.00;Marcamix
GX9057;0.00;0.00;0.00;0.00;Marcamix
GX9058;0.00;0.00;0.00;0.00;Marcamix
GX9059;0.00;0.00;0.00;0.00;Marcamix
GX9060;0.00;0.00;0.00;0.00;Marcamix
GX9070;0;0;0;0;Marcamix
GX9099;26.00;13.30;17.00;0.46;Marcamix
LC1701;0.00;0.00;0.00;0.00;Marcamix
LC1702;0.00;0.00;0.00;0.00;Marcamix
LC1703;0.00;0.00;0.00;0.00;Marcamix
LC1704;0.00;0.00;0.00;0.00;Marcamix
LY7101;0.00;0.00;0.00;0.00;Marcamix
LY7102;0.00;0.00;0.00;0.00;Marcamix
LY7103;0.00;0.00;0.00;0.00;Marcamix
LY7104;0.00;0.00;0.00;0.00;Marcamix
LY7105;0.00;0.00;0.00;0.00;Marcamix
LY7106;0.00;0.00;0.00;0.00;Marcamix
LY7107;0.00;0.00;0.00;0.00;Marcamix
LY7108;0.00;0.00;0.00;0.00;Marcamix
LY7109;0.00;0.00;0.00;0.00;Marcamix
LY7110;0.00;0.00;0.00;0.00;Marcamix
SC7500;18.30;8.30;8.30;0.35;Marcamix
SC7501;17.50;8.00;8.00;0.30;Marcamix
SC7502;20.50;7.00;7.00;0.34;Marcamix
SC7503;18.30;8.30;8.30;0.35;Marcamix
SC7504;17.50;8.00;8+R785;0.30;Marcamix
SC7505;20.50;7.00;7.00;0.34;Marcamix
SC7506;18.30;8.30;8.30;0.35;Marcamix
SC7507;17.50;8.00;8.00;0.30;Marcamix
SC7508;20.50;7.00;7.00;0.34;Marcamix
SC7509;10.00;8.50;8.50;0.47;Marcamix
SC7510;15.00;7.50;7.50;0.50;Marcamix
SC7511;13.00;6.50;6.50;0.42;Marcamix
SC7512;8.50;7.50;7.50;0.37;Marcamix
SC7513;25.00;17.50;10.00;1.77;Marcamix
SC7514;10.00;8.50;8.50;0.47;Marcamix
SC7515;15.00;7.50;7.50;0.50;Marcamix
SC7516;13.00;6.50;6.50;0.42;Marcamix
SC7517;8.50;7.50;7.50;0.37;Marcamix
SC7518;25.00;17.50;10.00;1.77;Marcamix
SC7519;10.00;8.50;8.50;0.47;Marcamix
SC7520;15.00;7.50;7.50;0.50;Marcamix
SC7521;13.00;6.50;6.50;0.42;Marcamix
SC7522;8.50;7.50;7.50;0.37;Marcamix
SC7523;25.00;17.50;10.00;1.77;Marcamix
SC7524;10.00;8.50;8.50;0.47;Marcamix
SC7525;15.00;7.50;7.50;0.50;Marcamix
SC7526;13.00;7.00;7.00;0.42;Marcamix
SC7527;8.50;7.50;7.50;0.37;Marcamix
SC7528;23.00;17.00;10.00;1.77;Marcamix
SC7529;10.00;8.50;8.50;0.47;Marcamix
SC7530;15.00;7.50;7.50;0.50;Marcamix
SC7531;13.00;7.00;7.00;0.42;Marcamix
SC7532;8.50;7.50;7.50;0.37;Marcamix
SC7533;23.00;17.00;10.00;1.77;Marcamix
SC7534;10.00;8.50;8.50;0.47;Marcamix
SC7535;15.00;7.50;7.50;0.50;Marcamix
SC7536;13.00;7.00;7.00;0.42;Marcamix
SC7537;8.50;7.50;7.50;0.37;Marcamix
SC7538;23.00;17.00;10.00;1.77;Marcamix
SC7539;10.00;9.00;9.00;0.47;Marcamix
SC7540;15.00;8.00;8.00;0.50;Marcamix
SC7541;13.00;7.50;7.50;0.42;Marcamix
SC7542;8.50;8.50;8.50;0.37;Marcamix
SC7543;23.00;17.50;9.50;1.77;Marcamix
SC7544;10.00;9.00;9.00;0.47;Marcamix
SC7545;15.00;8.00;8.00;0.50;Marcamix
SC7546;13.00;7.50;7.50;0.42;Marcamix
SC7547;8.50;8.50;8.50;0.37;Marcamix
SC7548;23.00;17.50;9.50;1.77;Marcamix
SC7549;10.00;9.00;9.00;0.47;Marcamix
SC7550;15.00;8.00;8.00;0.50;Marcamix
SC7551;13.00;7.50;7.50;0.42;Marcamix
SC7552;8.50;8.50;8.50;0.37;Marcamix
SC7553;23.00;17.50;9.50;1.77;Marcamix
SC7554;10.00;10.00;10.00;0.47;Marcamix
SC7555;15.00;8.50;8.50;0.50;Marcamix
SC7556;13.00;7.00;7.00;0.42;Marcamix
SC7557;8.50;8.50;8.50;0.37;Marcamix
SC7558;23.00;17.50;9.50;1.77;Marcamix
SC7559;10.00;10.00;10.00;0.47;Marcamix
SC7560;15.00;8.50;8.50;0.50;Marcamix
SC7561;13.00;7.00;7.00;0.42;Marcamix
SC7562;8.50;8.50;8.50;0.37;Marcamix
SC7563;23.00;17.50;9.50;1.77;Marcamix
SC7564;10.00;10.00;10.00;0.47;Marcamix
SC7565;15.00;8.50;8.50;0.50;Marcamix
SC7566;13.00;7.00;7.00;0.42;Marcamix
SC7567;8.50;8.50;8.50;0.37;Marcamix
SC7568;23.00;17.50;9.50;1.77;Marcamix
SC7569;25.00;10.00;10.00;1.57;Marcamix
SC7570;20.00;10.00;10.00;1.05;Marcamix
SC7571;14.50;10.00;10.00;0.90;Marcamix
SC7572;25.00;10.00;10.00;1.57;Marcamix
SC7573;20.00;10.00;10.00;1.05;Marcamix
SC7574;14.50;10.00;10.00;0.90;Marcamix
SC7575;25.00;10.00;10.00;1.57;Marcamix
SC7576;20.00;10.00;10.00;1.05;Marcamix
SC7577;14.50;10.00;10.00;0.90;Marcamix
SC7578;24.50;7.50;7.50;0.77;Marcamix
SC7579;19.60;5.70;5.70;0.49;Marcamix
SC7580;17.40;5.40;5.40;0.40;Marcamix
SC7581;24.00;13.00;13.00;1.83;Marcamix
SC7582;22.50;11.00;11.00;1.10;Marcamix
SC7583;24.50;8.00;8.00;0.72;Marcamix
SC7584;19.60;6.20;6.20;0.46;Marcamix
SC7585;17.50;6.00;6.00;0.34;Marcamix
SC7586;23.00;13.50;13.50;1.34;Marcamix
SC7587;19.00;11.20;11.20;1.13;Marcamix
SC7588;15.00;10.00;10.00;0.72;Marcamix
SC7589;13.00;7.50;7.50;0.53;Marcamix
SC7590;11.50;7.00;7.00;0.32;Marcamix
SC7591;23.00;13.50;13.50;1.34;Marcamix
SC7592;19.00;11.20;11.20;1.13;Marcamix
SC7593;15.00;10.00;10.00;0.72;Marcamix
SC7594;13.00;7.50;7.50;0.53;Marcamix
SC7595;11.50;7.00;7.00;0.32;Marcamix
SC7596;23.00;13.50;13.50;1.34;Marcamix
SC7597;19.00;11.20;11.20;1.13;Marcamix
SC7598;15.00;10.00;10.00;0.72;Marcamix
SC7599;13.00;7.50;7.50;0.53;Marcamix
SC7600;11.50;7.00;7.00;0.32;Marcamix
SC7601;25.50;10.00;10.00;1.30;Marcamix
SC7602;23.50;9.50;9.50;1.04;Marcamix
SC7603;21.50;8.50;8.50;0.68;Marcamix
SC7604;18.00;6.50;6.50;0.49;Marcamix
SC7605;15.50;5.50;5.50;0.28;Marcamix
SC7606;25.50;10.00;10.00;1.30;Marcamix
SC7607;23.50;9.50;9.50;1.04;Marcamix
SC7608;21.50;8.50;8.50;0.68;Marcamix
SC7609;18.00;6.50;6.50;0.49;Marcamix
SC7610;15.50;5.50;5.50;0.28;Marcamix
SC7611;25.50;10.00;10.00;1.30;Marcamix
SC7612;23.50;9.50;9.50;1.04;Marcamix
SC7613;21.50;8.50;8.50;0.68;Marcamix
SC7614;18.00;6.50;6.50;0.49;Marcamix
SC7615;15.50;5.50;5.50;0.28;Marcamix
SC7616;12.50;15.50;15.50;0.88;Marcamix
SC7617;10.50;11.50;11.50;0.41;Marcamix
SC7618;7.50;10.00;10.00;0.00;Marcamix
SC7619;12.50;15.50;15.50;0.88;Marcamix
SC7620;10.50;11.50;11.50;0.41;Marcamix
SC7621;7.50;10.00;10.00;0.00;Marcamix
SC7622;12.50;15.50;15.50;0.88;Marcamix
SC7623;10.50;11.50;11.50;0.41;Marcamix
SC7624;7.50;10.00;10.00;0.00;Marcamix
SC7625;5.00;11.50;11.50;0.40;Marcamix
SC7626;6.00;15.00;15.00;0.63;Marcamix
SC7627;7.50;20.00;20.00;1.40;Marcamix
SC7628;5.00;11.50;11.50;0.40;Marcamix
SC7629;6.00;15.00;15.00;0.63;Marcamix
SC7630;7.50;20.00;20.00;1.40;Marcamix
SC7631;5.00;11.50;11.50;0.40;Marcamix
SC7632;6.00;15.00;15.00;0.63;Marcamix
SC7633;7.50;20.00;20.00;1.40;Marcamix
SC7634;11.00;13.00;8.00;0.47;Marcamix
SC7635;12.00;13.00;10.00;0.58;Marcamix
SC7636;11.00;13.00;8.00;0.47;Marcamix
SC7637;12.00;13.00;10.00;0.58;Marcamix
SC7638;10.50;12.50;8.50;0.47;Marcamix
SC7639;12.00;14.00;9.50;0.75;Marcamix
SC7640;10.50;12.50;8.00;0.47;Marcamix
SC7641;14.00;13.00;8.00;0.71;Marcamix
SC7642;10.50;12.50;8.00;0.47;Marcamix
SC7643;14.00;13.00;8.00;0.71;Marcamix
SC7644;10.50;12.50;8.00;0.47;Marcamix
SC7645;14.00;13.00;8.00;0.56;Marcamix
SC7646;26.50;12.00;12.00;1.49;Marcamix
SC7647;22.50;13.00;13.00;1.58;Marcamix
SC7648;19.00;11.00;11.00;0.94;Marcamix
SC7649;15.00;9.00;9.00;0.38;Marcamix
SC7650;20.00;12.50;12.50;1.30;Marcamix
SC7651;25.00;14.50;14.50;1.96;Marcamix
SC7652;15.00;9.00;9.00;0.59;Marcamix
SC7653;20.00;12.00;12.00;1.18;Marcamix
SC7654;25.00;15.00;15.00;1.28;Marcamix
SC7655;15.00;9.00;9.00;0.59;Marcamix
SC7656;20.00;12.00;12.00;1.18;Marcamix
SC7657;25.00;15.00;15.00;1.28;Marcamix
SC7658;15.00;9.50;9.50;0.82;Marcamix
SC7659;20.00;10.50;10.50;1.06;Marcamix
SC7660;0.00;0.00;0.00;0.00;Marcamix
SC7661;15.00;9.00;9.00;0.54;Marcamix
SC7662;20.00;11.50;11.50;1.05;Marcamix
SC7663;25.00;14.50;14.50;2.01;Marcamix
TP12009;7.20;9.00;9.00;0.09;Marcamix
TP12010;6.10;16.10;20.10;0.23;Marcamix
TP12011;11.10;15.50;20.00;0.32;Marcamix
TP12012;7.10;13.60;20.40;0.21;Marcamix
TP12013;7.20;13.60;20.40;0.14;Marcamix
TP12014;5.70;8.80;8.80;0.07;Marcamix
TP12015;6.10;16.10;20.10;0.23;Marcamix
TP12016;5.40;7.80;7.80;0.06;Marcamix
TP12017;7.70;11.70;18.90;0.17;Marcamix
TP12018;5.60;8.20;8.20;0.06;Marcamix
TP12019;2.50;20.50;20.50;0.09;Marcamix
TP12020;5.50;7.40;7.40;0.05;Marcamix
TP12021;6.90;7.00;7.00;0.05;Marcamix
TP12022;4.70;6.50;6.50;0.04;Marcamix
TP12023;7.10;14.60;21.00;0.28;Marcamix
TP12024;7.00;14.70;21.00;0.32;Marcamix
TP12025;5.50;7.40;7.40;0.05;Marcamix
TP12026;3.20;6.70;6.80;0.03;Marcamix
TP12036;6.20;13.00;13.00;0.18;Marcamix
TP12038;0.50;9.00;9.00;0.01;Marcamix
TP12050;19.00;0.95;0.95;0.02;Marcamix
TP12051;24.00;0.95;0.95;0.02;Marcamix
TP12052;19.00;6.40;6.40;0.05;Marcamix
TP12053;23.50;6.40;6.40;0.06;Marcamix
TP12054;22.00;6.40;6.40;0.06;Marcamix
TP12055;27.50;6.40;6.40;0.06;Marcamix
TP12056;24.50;3.80;3.80;0.03;Marcamix
TP12057;27.50;5.90;5.90;0.07;Marcamix
TP6500;21.00;13.80;16.00;0.78;Marcamix
TP6501;23.50;13.80;16.00;0.84;Marcamix
TP6502;35.00;23.50;17.50;1.83;Marcamix
TP6503;40.00;23.50;20.00;2.11;Marcamix
TP6504;33.00;19.00;19.00;1.72;Marcamix
TP6505;38.00;19.00;19.00;1.97;Marcamix
TP6506;30.50;18.50;14.50;1.34;Marcamix
TP6507;34.50;18.50;14.50;1.48;Marcamix
TP6508;30.50;18.50;14.50;1.34;Marcamix
TP6509;34.50;18.50;14.50;1.48;Marcamix
TP6510;22.50;16.00;17.00;0.87;Marcamix
TP6511;24.00;16.00;17.00;0.98;Marcamix
TP6512;35.00;23.50;17.50;1.83;Marcamix
TP6513;40.00;23.50;17.50;2.11;Marcamix
TP6514;21.00;13.80;16.00;0.70;Marcamix
TP6515;23.50;13.80;16.00;0.77;Marcamix
TP6516;38.00;20.00;29.50;2.70;Marcamix
TP6517;16.50;14.00;15.50;0.57;Marcamix
TP6518;19.50;14.00;15.50;0.63;Marcamix
TP6519;31.00;26.00;24.00;1.23;Marcamix
TP6520;36.00;26.00;24.00;1.36;Marcamix
TP6521;41.00;26.00;24.00;1.54;Marcamix
TP6522;20.00;9.60;13.00;0.39;Marcamix
TP6523;24.00;10.00;12.00;0.51;Marcamix
TP6524;25.00;15.00;17.00;0.80;Marcamix
TP6525;23.00;6.50;8.00;0.32;Marcamix
TP6526;37.00;21.00;15.00;1.85;Marcamix
TP6527;37.00;21.00;15.00;1.85;Marcamix
TP6528;15.60;13.00;17.00;0.51;Marcamix
TP6529;24.00;10.00;12.00;0.51;Marcamix
TP6530;24.00;10.00;12.00;0.51;Marcamix
TP6531;24.00;10.00;12.00;0.51;Marcamix
TP6532;18.00;12.00;12.00;0.64;Marcamix
TP6533;29.50;11.50;12.00;0.64;Marcamix
CF.1.201;27.00;27.00;34.00;1.60;Marchesoni
CF.1.202;27.00;27.00;34.00;1.60;Marchesoni
CF.1.691;30.00;30.00;44.00;3.40;Marchesoni
CF.1.692;30.00;30.00;44.00;3.40;Marchesoni
CF.3.101;37.00;37.00;87.00;10.00;Marchesoni
CF.3.102;37.00;37.00;87.00;10.00;Marchesoni
CF.3.201;37.00;37.00;44.00;4.40;Marchesoni
CF.3.202;37.00;37.00;44.00;4.40;Marchesoni
CF.3.401;37.00;37.00;54.00;5.20;Marchesoni
CF.3.402;37.00;37.00;54.00;5.20;Marchesoni
CF.3.602;37.00;37.00;66.00;5.80;Marchesoni
CF.3.601;37.00;37.00;66.00;5.80;Marchesoni
CF.3.801;37.00;37.00;67.00;6.60;Marchesoni
CF.3.802;37.00;37.00;67.00;6.60;Marchesoni
CF.4.122;41.00;45.00;85.00;17.90;Marchesoni
CF.4.121;41.00;45.00;85.00;17.90;Marchesoni
CF.4.252;48.00;80.50;83.00;26.80;Marchesoni
CF.4.421;41.00;45.00;56.00;15.00;Marchesoni
CF.4.422;41.00;45.00;56.00;12.80;Marchesoni
CF.4.621;41.00;45.00;66.00;16.00;Marchesoni
CF.4.622;41.00;45.00;66.00;13.60;Marchesoni
CF.4.822;41.00;45.00;76.00;17.60;Marchesoni
CF.4.821;41.00;45.00;76.00;17.60;Marchesoni
CF.2.101;37.00;37.00;87.00;7.00;Marchesoni
CF.2.102;37.00;37.00;87.00;7.00;Marchesoni
CF.2.201;37.00;37.00;44.00;5.00;Marchesoni
CF.2.202;37.00;37.00;44.00;5.00;Marchesoni
CF.2.402;37.00;37.00;54.00;5.40;Marchesoni
CF.2.401;37.00;37.00;54.00;5.40;Marchesoni
CF.2.601;37.00;37.00;66.00;6.40;Marchesoni
CF.2.602;37.00;37.00;66.00;6.40;Marchesoni
CF.2.801;37.00;37.00;75.00;6.80;Marchesoni
CF.2.802;37.00;37.00;75.00;6.80;Marchesoni
CH.1.041;36.00;44.00;18.00;8.20;Marchesoni
CH.1.062;49.00;64.00;18.00;16.80;Marchesoni
CH.1.083;49.00;84.00;18.00;22.00;Marchesoni
CH.1.014;58.00;105.00;18.00;37.80;Marchesoni
CH.2.041;38.00;45.00;25.00;9.60;Marchesoni
CH.2.062;49.00;64.00;25.00;19.80;Marchesoni
CH.2.083;49.00;84.00;25.00;25.60;Marchesoni
CH.2.014;58.00;105.00;25.00;44.60;Marchesoni
CH.3.104;70.00;118.00;32.00;68.00;Marchesoni
CH.3.135;69.00;148.00;32.00;83.00;Marchesoni
CH.3.062;70.00;76.00;30.00;43.20;Marchesoni
CH.3.083;67.00;95.00;30.00;54.40;Marchesoni
CR.1.121;47.00;38.00;25.00;13.20;Marchesoni
CR.1.122;47.00;38.00;25.00;13.20;Marchesoni
CR.1.061;47.00;18.00;19.00;6.80;Marchesoni
CR.1.062;47.00;18.00;19.00;6.80;Marchesoni
DR.1.012;23.00;23.00;32.00;1.80;Marchesoni
DR.1.011;23.00;23.00;32.00;1.80;Marchesoni
DR.1.191;23.00;23.00;39.00;1.94;Marchesoni
DR.1.192;23.00;23.00;39.00;1.94;Marchesoni
DR.1.021;25.00;34.00;32.00;2.60;Marchesoni
DR.1.022;25.00;34.00;32.00;2.60;Marchesoni
DR.2.291;25.00;34.00;39.00;2.83;Marchesoni
DR.2.292;25.00;34.00;39.00;2.83;Marchesoni
DR.2.102;40.00;62.00;30.00;5.40;Marchesoni
DR.2.101;40.00;62.00;30.00;5.40;Marchesoni
DR.2.122;20.00;36.00;23.00;2.20;Marchesoni
DR.2.121;20.00;36.00;23.00;2.20;Marchesoni
DR.2.151;33.00;42.00;33.00;3.40;Marchesoni
DR.2.152;33.00;42.00;33.00;3.40;Marchesoni
DR.2.222;33.00;42.00;33.00;3.40;Marchesoni
DR.2.221;33.00;42.00;33.00;3.40;Marchesoni
DR.2.251;40.00;62.00;30.00;5.60;Marchesoni
DR.2.252;40.00;62.00;30.00;5.60;Marchesoni
DR.2.332;40.00;62.00;30.00;5.80;Marchesoni
DR.2.331;40.00;62.00;30.00;5.80;Marchesoni
ES.1.291;42.00;42.00;33.00;3.20;Marchesoni
ES.1.292;42.00;42.00;33.00;3.20;Marchesoni
ES.2.291;42.00;42.00;33.00;3.20;Marchesoni
ES.2.292;42.00;42.00;33.00;3.20;Marchesoni
ES.1.392;33.00;53.00;33.00;4.20;Marchesoni
ES.1.391;33.00;53.00;33.00;4.20;Marchesoni
ES.3.392;33.00;53.00;33.00;4.20;Marchesoni
ES.3.391;33.00;53.00;33.00;4.20;Marchesoni
EF.2.211;40.00;74.00;40.00;14.00;Marchesoni
EF.2.212;40.00;74.00;40.00;14.00;Marchesoni
EF.2.221;40.00;90.00;45.00;16.00;Marchesoni
EF.2.222;40.00;90.00;45.00;16.00;Marchesoni
EF.2.241;40.00;108.00;47.00;18.80;Marchesoni
EF.2.242;40.00;108.00;47.00;18.80;Marchesoni
EF.2.261;40.00;48.00;40.00;9.60;Marchesoni
EF.2.262;40.00;48.00;40.00;9.60;Marchesoni
EF.2.281;40.00;61.00;40.00;11.60;Marchesoni
EF.2.282;40.00;61.00;40.00;11.60;Marchesoni
EF.2.031;40.00;49.00;30.00;7.20;Marchesoni
EF.2.032;40.00;49.00;30.00;7.20;Marchesoni
EF.2.041;40.00;61.00;30.00;8.40;Marchesoni
EF.2.042;40.00;61.00;30.00;8.40;Marchesoni
EF.2.051;40.00;75.00;30.00;10.20;Marchesoni
EF.2.052;40.00;75.00;30.00;10.20;Marchesoni
EF.2.061;39.00;90.00;32.00;11.80;Marchesoni
EF.2.062;39.00;90.00;32.00;11.80;Marchesoni
EF.2.071;40.00;108.00;34.00;14.40;Marchesoni
EF.2.072;40.00;108.00;34.00;14.40;Marchesoni
EF.3.071;46.00;82.00;34.00;12.20;Marchesoni
EF.3.072;46.00;82.00;34.00;12.20;Marchesoni
EF.5.211;40.00;108.00;47.00;18.80;Marchesoni
EF.5.212;40.00;108.00;47.00;18.80;Marchesoni
EF.5.241;40.00;48.00;40.00;9.60;Marchesoni
EF.5.242;40.00;48.00;40.00;9.60;Marchesoni
EF.5.261;40.00;61.00;40.00;11.60;Marchesoni
EF.5.262;40.00;61.00;40.00;11.60;Marchesoni
EF.5.281;40.00;90.00;45.00;16.00;Marchesoni
EF.5.282;40.00;90.00;45.00;16.00;Marchesoni
EF.5.021;40.00;49.00;30.00;7.20;Marchesoni
EF.5.022;40.00;49.00;30.00;7.20;Marchesoni
EF.5.031;40.00;61.00;30.00;8.40;Marchesoni
EF.5.032;40.00;61.00;30.00;8.40;Marchesoni
